valve_no,taxon,no_of_species,no_of_p,no_of_fp,no_of_b,p_pc,fp_pc,b_pc,efficiency,no_of_p_oc,no_of_p_brev,no_of_s_con,no_of_s_pin,no_of_a_ped,no_of_s_rot,p_oc_pc,p_brev_pc,s_con_pc,s_pin_pc,a_ped_pc,s_rot_pc
135,Naviculoid spp.,23,42,56,37,31.11111111111111,41.48148148148148,27.40740740740741,0.8296296296296296,37,23,20,12,2,4,27.40740740740741,17.037037037037038,14.814814814814813,8.88888888888889,1.4814814814814816,2.9629629629629632
136,Cyclotella ocellata,23,43,56,37,31.61764705882353,41.17647058823529,27.205882352941174,0.8308823529411764,38,23,20,12,2,4,27.941176470588236,16.911764705882355,14.705882352941178,8.823529411764707,1.4705882352941175,2.941176470588235
137,Cyclotella ocellata,23,44,56,37,32.11678832116788,40.87591240875913,27.00729927007299,0.8321167883211679,39,23,20,12,2,4,28.467153284671532,16.78832116788321,14.5985401459854,8.75912408759124,1.4598540145985401,2.9197080291970803
138,Pseudostaurosira brevistriata,23,44,57,37,31.88405797101449,41.30434782608695,26.811594202898554,0.8333333333333334,39,24,20,12,2,4,28.26086956521739,17.391304347826086,14.492753623188406,8.695652173913043,1.4492753623188406,2.898550724637681
139,Fallacia subhamulata,24,44,57,38,31.654676258992804,41.007194244604314,27.33812949640288,0.8273381294964028,39,24,20,12,2,4,28.05755395683453,17.26618705035971,14.388489208633093,8.633093525179856,1.4388489208633095,2.877697841726619
140,Fallacia subhamulata,24,44,57,39,31.428571428571427,40.714285714285715,27.857142857142858,0.8285714285714285,39,24,20,12,2,4,27.857142857142858,17.142857142857142,14.285714285714285,8.571428571428571,1.4285714285714286,2.857142857142857
141,Staurosirella pinnata,24,44,58,39,31.20567375886525,41.13475177304964,27.659574468085108,0.8297872340425532,39,24,20,13,2,4,27.659574468085108,17.02127659574468,14.184397163120568,9.219858156028367,1.4184397163120568,2.8368794326241136
142,Staurosirella pinnata,24,44,59,39,30.985915492957744,41.54929577464789,27.464788732394368,0.8309859154929577,39,24,20,14,2,4,27.464788732394368,16.901408450704224,14.084507042253522,9.859154929577464,1.4084507042253522,2.8169014084507045
143,Cocconeis neothumensis,25,44,59,40,30.76923076923077,41.25874125874126,27.972027972027973,0.8251748251748252,39,24,20,14,2,4,27.27272727272727,16.783216783216783,13.986013986013987,9.79020979020979,1.3986013986013985,2.797202797202797
144,Cyclotella ocellata,25,45,59,40,31.25,40.97222222222222,27.77777777777778,0.8263888888888888,40,24,20,14,2,4,27.77777777777778,16.666666666666664,13.88888888888889,9.722222222222223,1.3888888888888888,2.7777777777777777
145,Cyclotella ocellata,25,46,59,40,31.724137931034484,40.689655172413794,27.586206896551722,0.8275862068965517,41,24,20,14,2,4,28.27586206896552,16.551724137931036,13.793103448275861,9.655172413793103,1.3793103448275863,2.7586206896551726
146,Sellaphora rotunda,25,46,59,41,31.506849315068493,40.41095890410959,28.08219178082192,0.8287671232876712,41,24,20,14,2,5,28.08219178082192,16.43835616438356,13.698630136986301,9.58904109589041,1.36986301369863,3.4246575342465753
147,Sellaphora rotunda,25,46,59,42,31.292517006802722,40.136054421768705,28.57142857142857,0.8299319727891157,41,24,20,14,2,6,27.89115646258503,16.3265306122449,13.60544217687075,9.523809523809524,1.3605442176870748,4.081632653061225
148,Fallacia subhamulata,25,46,59,43,31.08108108108108,39.86486486486486,29.054054054054053,0.8310810810810811,41,24,20,14,2,6,27.7027027027027,16.216216216216218,13.513513513513514,9.45945945945946,1.3513513513513513,4.054054054054054
149,Fallacia subhamulata,25,46,59,44,30.87248322147651,39.59731543624161,29.53020134228188,0.8322147651006712,41,24,20,14,2,6,27.516778523489933,16.10738255033557,13.422818791946309,9.395973154362416,1.342281879194631,4.026845637583892
150,Stephanodiscus parvus,26,47,59,44,31.333333333333336,39.33333333333333,29.333333333333332,0.8266666666666667,41,24,20,14,2,6,27.333333333333332,16,13.333333333333334,9.333333333333334,1.3333333333333335,4
151,Cyclotella ocellata,26,48,59,44,31.788079470198678,39.0728476821192,29.13907284768212,0.8278145695364238,42,24,20,14,2,6,27.81456953642384,15.894039735099339,13.245033112582782,9.271523178807946,1.3245033112582782,3.9735099337748347
152,Cyclotella ocellata,26,49,59,44,32.23684210526316,38.81578947368421,28.947368421052634,0.8289473684210527,43,24,20,14,2,6,28.289473684210524,15.789473684210526,13.157894736842104,9.210526315789473,1.3157894736842104,3.9473684210526314
153,Diploneis krammeri,26,49,59,45,32.02614379084967,38.56209150326798,29.411764705882355,0.8300653594771241,43,24,20,14,2,6,28.104575163398692,15.686274509803921,13.071895424836603,9.15032679738562,1.3071895424836601,3.9215686274509802
154,Pseudostaurosira brevistriata,26,49,60,45,31.818181818181817,38.961038961038966,29.22077922077922,0.8311688311688312,43,25,20,14,2,6,27.92207792207792,16.233766233766232,12.987012987012985,9.090909090909092,1.2987012987012987,3.896103896103896
155,Staurosira venter,26,49,61,45,31.61290322580645,39.35483870967742,29.03225806451613,0.832258064516129,43,25,21,14,2,6,27.741935483870968,16.129032258064516,13.548387096774196,9.032258064516128,1.2903225806451613,3.870967741935484
156,Nitzschia lacuum,27,49,61,46,31.41025641025641,39.1025641025641,29.48717948717949,0.8269230769230769,43,25,21,14,2,6,27.564102564102566,16.025641025641026,13.461538461538462,8.974358974358974,1.282051282051282,3.8461538461538463
157,Navicula cryptocephala,28,49,61,47,31.210191082802545,38.853503184713375,29.936305732484076,0.821656050955414,43,25,21,14,2,6,27.388535031847134,15.92356687898089,13.375796178343949,8.9171974522293,1.2738853503184715,3.821656050955414
158,Navicula cryptocephala,28,49,61,48,31.0126582278481,38.607594936708864,30.37974683544304,0.8227848101265822,43,25,21,14,2,6,27.21518987341772,15.822784810126583,13.291139240506327,8.860759493670885,1.2658227848101267,3.79746835443038
159,Staurosira construens,29,49,62,48,30.81761006289308,38.9937106918239,30.18867924528302,0.8176100628930818,43,25,21,14,2,6,27.044025157232703,15.723270440251572,13.20754716981132,8.80503144654088,1.257861635220126,3.7735849056603774
160,Staurosirella pinnata,29,49,63,48,30.625000000000004,39.375,30,0.81875,43,25,21,15,2,6,26.875,15.625,13.125,9.375,1.25,3.75
161,Staurosirella pinnata,29,49,64,48,30.434782608695656,39.75155279503105,29.81366459627329,0.8198757763975155,43,25,21,16,2,6,26.70807453416149,15.527950310559005,13.043478260869565,9.937888198757763,1.2422360248447204,3.7267080745341614
162,Pseudostaurosira brevistriata,29,49,65,48,30.246913580246915,40.123456790123456,29.629629629629626,0.8209876543209876,43,26,21,16,2,6,26.543209876543212,16.049382716049383,12.962962962962962,9.876543209876543,1.2345679012345678,3.7037037037037033
163,Pseudostaurosira brevistriata,29,49,66,48,30.061349693251532,40.49079754601227,29.447852760736197,0.8220858895705522,43,27,21,16,2,6,26.380368098159508,16.56441717791411,12.883435582822086,9.815950920245399,1.2269938650306749,3.6809815950920246
164,Fallacia subhamulata,29,49,66,49,29.878048780487802,40.243902439024396,29.878048780487802,0.8231707317073171,43,27,21,16,2,6,26.21951219512195,16.463414634146343,12.804878048780488,9.75609756097561,1.2195121951219512,3.6585365853658534
165,Fallacia subhamulata,29,49,66,50,29.6969696969697,40,30.303030303030305,0.8242424242424242,43,27,21,16,2,6,26.060606060606062,16.363636363636363,12.727272727272727,9.696969696969697,1.2121212121212122,3.6363636363636362
166,Cyclotella ocellata,29,50,66,50,30.120481927710845,39.75903614457831,30.120481927710845,0.8253012048192772,44,27,21,16,2,6,26.506024096385545,16.265060240963855,12.650602409638553,9.63855421686747,1.2048192771084338,3.614457831325301
167,Cyclotella ocellata,29,51,66,50,30.538922155688624,39.52095808383233,29.94011976047904,0.8263473053892215,45,27,21,16,2,6,26.94610778443114,16.16766467065868,12.574850299401197,9.580838323353294,1.1976047904191618,3.592814371257485
168,Cyclotella ocellata,29,52,66,50,30.952380952380953,39.285714285714285,29.761904761904763,0.8273809523809523,46,27,21,16,2,6,27.380952380952383,16.071428571428573,12.5,9.523809523809524,1.1904761904761905,3.571428571428571
169,Pseudostaurosira brevistriata,29,52,67,50,30.76923076923077,39.64497041420118,29.585798816568047,0.8284023668639053,46,28,21,16,2,6,27.218934911242602,16.56804733727811,12.42603550295858,9.467455621301776,1.183431952662722,3.5502958579881656
170,Staurosirella pinnata,29,52,68,50,30.58823529411765,40,29.411764705882355,0.8294117647058823,46,28,21,17,2,6,27.058823529411764,16.470588235294116,12.352941176470589,10,1.1764705882352942,3.5294117647058822
171,Staurosirella pinnata,29,52,69,50,30.409356725146196,40.35087719298245,29.239766081871345,0.8304093567251463,46,28,21,18,2,6,26.900584795321635,16.374269005847953,12.280701754385964,10.526315789473683,1.1695906432748537,3.508771929824561
172,Staurosirella pinnata,29,52,70,50,30.23255813953488,40.69767441860465,29.069767441860467,0.8313953488372093,46,28,21,19,2,6,26.744186046511626,16.27906976744186,12.209302325581394,11.046511627906977,1.1627906976744187,3.488372093023256
173,Staurosirella pinnata,29,52,71,50,30.057803468208093,41.040462427745666,28.901734104046245,0.8323699421965318,46,28,21,20,2,6,26.589595375722542,16.184971098265898,12.138728323699421,11.560693641618498,1.1560693641618496,3.4682080924855487
174,Pseudostaurosira brevistriata,29,52,72,50,29.88505747126437,41.37931034482759,28.735632183908045,0.8333333333333334,46,29,21,20,2,6,26.436781609195403,16.666666666666664,12.068965517241379,11.494252873563218,1.1494252873563218,3.4482758620689653
175,Pseudostaurosira brevistriata,29,52,73,50,29.714285714285715,41.714285714285715,28.57142857142857,0.8342857142857143,46,30,21,20,2,6,26.285714285714285,17.142857142857142,12,11.428571428571429,1.1428571428571428,3.428571428571429
176,Pseudostaurosira brevistriata,29,52,74,50,29.545454545454547,42.04545454545455,28.40909090909091,0.8352272727272727,46,31,21,20,2,6,26.136363636363637,17.613636363636363,11.931818181818182,11.363636363636363,1.1363636363636365,3.4090909090909087
177,Pseudostaurosira brevistriata,29,52,75,50,29.37853107344633,42.3728813559322,28.24858757062147,0.8361581920903955,46,32,21,20,2,6,25.98870056497175,18.07909604519774,11.864406779661017,11.299435028248588,1.1299435028248588,3.389830508474576
178,Navicula cryptocephala,29,52,75,51,29.213483146067414,42.13483146067416,28.651685393258425,0.8370786516853932,46,32,21,20,2,6,25.842696629213485,17.97752808988764,11.797752808988763,11.235955056179774,1.1235955056179776,3.3707865168539324
179,Fallacia luncinensis,29,52,75,52,29.05027932960894,41.899441340782126,29.05027932960894,0.8379888268156425,46,32,21,20,2,6,25.69832402234637,17.877094972067038,11.731843575418994,11.1731843575419,1.1173184357541899,3.35195530726257
180,Fallacia luncinensis,29,52,75,53,28.888888888888886,41.66666666666667,29.444444444444446,0.8388888888888889,46,32,21,20,2,6,25.555555555555554,17.77777777777778,11.666666666666666,11.11111111111111,1.1111111111111112,3.3333333333333335
181,Navicula hasta,29,52,75,54,28.7292817679558,41.43646408839779,29.83425414364641,0.8397790055248618,46,32,21,20,2,6,25.41436464088398,17.67955801104972,11.602209944751381,11.049723756906078,1.1049723756906076,3.314917127071823
182,Fallacia subhamulata,29,52,75,55,28.57142857142857,41.208791208791204,30.21978021978022,0.8406593406593407,46,32,21,20,2,6,25.274725274725274,17.582417582417584,11.538461538461538,10.989010989010989,1.098901098901099,3.296703296703297
183,Cyclotella minuscula,29,53,75,55,28.96174863387978,40.98360655737705,30.05464480874317,0.8415300546448088,46,32,21,20,2,6,25.136612021857925,17.48633879781421,11.475409836065573,10.92896174863388,1.092896174863388,3.278688524590164
184,Cyclotella ocellata,29,54,75,55,29.347826086956523,40.76086956521739,29.891304347826086,0.842391304347826,47,32,21,20,2,6,25.543478260869566,17.391304347826086,11.41304347826087,10.869565217391305,1.0869565217391304,3.260869565217391
185,Cyclotella ocellata,29,55,75,55,29.72972972972973,40.54054054054054,29.72972972972973,0.8432432432432433,48,32,21,20,2,6,25.945945945945947,17.2972972972973,11.351351351351353,10.81081081081081,1.0810810810810811,3.2432432432432434
186,Cyclotella ocellata,29,56,75,55,30.107526881720432,40.32258064516129,29.56989247311828,0.8440860215053764,49,32,21,20,2,6,26.344086021505376,17.20430107526882,11.29032258064516,10.75268817204301,1.0752688172043012,3.225806451612903
187,Cyclotella ocellata,29,57,75,55,30.481283422459892,40.106951871657756,29.411764705882355,0.8449197860962567,50,32,21,20,2,6,26.737967914438503,17.11229946524064,11.229946524064172,10.695187165775401,1.06951871657754,3.2085561497326207
188,Cyclotella ocellata,29,58,75,55,30.851063829787233,39.8936170212766,29.25531914893617,0.8457446808510638,51,32,21,20,2,6,27.127659574468083,17.02127659574468,11.170212765957446,10.638297872340425,1.0638297872340425,3.1914893617021276
189,Diploneis spp.,30,58,75,56,30.687830687830687,39.682539682539684,29.629629629629626,0.8412698412698413,51,32,21,20,2,6,26.984126984126984,16.93121693121693,11.11111111111111,10.582010582010582,1.0582010582010581,3.1746031746031744
190,Staurosirella leptostauron var. martyi,30,58,76,56,30.526315789473685,40,29.47368421052631,0.8421052631578947,51,32,21,20,2,6,26.842105263157894,16.842105263157894,11.052631578947368,10.526315789473683,1.0526315789473684,3.1578947368421053
191,Staurosirella pinnata,30,58,77,56,30.36649214659686,40.31413612565445,29.31937172774869,0.8429319371727748,51,32,21,21,2,6,26.701570680628272,16.75392670157068,10.99476439790576,10.99476439790576,1.0471204188481675,3.1413612565445024
192,Staurosirella pinnata,30,58,78,56,30.208333333333332,40.625,29.166666666666668,0.84375,51,32,21,22,2,6,26.5625,16.666666666666664,10.9375,11.458333333333332,1.0416666666666665,3.125
193,Staurosira venter,30,58,79,56,30.05181347150259,40.932642487046635,29.015544041450774,0.844559585492228,51,32,22,22,2,6,26.42487046632124,16.580310880829018,11.398963730569948,11.398963730569948,1.0362694300518136,3.1088082901554404
194,Staurosira venter,30,58,80,56,29.896907216494846,41.23711340206185,28.865979381443296,0.845360824742268,51,32,23,22,2,6,26.288659793814436,16.49484536082474,11.855670103092782,11.34020618556701,1.0309278350515463,3.0927835051546393
195,Tryblionella angustata,31,58,80,57,29.743589743589745,41.02564102564102,29.230769230769234,0.841025641025641,51,32,23,22,2,6,26.153846153846157,16.41025641025641,11.794871794871794,11.282051282051283,1.0256410256410255,3.076923076923077
196,Tryblionella angustata,31,58,80,58,29.591836734693878,40.816326530612244,29.591836734693878,0.8418367346938775,51,32,23,22,2,6,26.02040816326531,16.3265306122449,11.73469387755102,11.224489795918368,1.0204081632653061,3.061224489795918
197,Sellaphora utermoehlii,31,58,80,59,29.441624365482234,40.609137055837564,29.949238578680205,0.8426395939086294,51,32,23,22,2,6,25.888324873096447,16.243654822335024,11.6751269035533,11.16751269035533,1.015228426395939,3.0456852791878175
198,Sellaphora utermoehlii,31,58,80,60,29.292929292929294,40.4040404040404,30.303030303030305,0.8434343434343434,51,32,23,22,2,6,25.757575757575758,16.161616161616163,11.616161616161616,11.11111111111111,1.0101010101010102,3.0303030303030303
199,Fallacia subhamulata,31,58,80,61,29.145728643216078,40.20100502512563,30.65326633165829,0.8442211055276382,51,32,23,22,2,6,25.628140703517587,16.08040201005025,11.557788944723619,11.055276381909549,1.0050251256281406,3.015075376884422
200,Fallacia subhamulata,31,58,80,62,28.999999999999996,40,31,0.845,51,32,23,22,2,6,25.5,16,11.5,11,1,3
201,Staurosirella pinnata,31,58,81,62,28.855721393034827,40.298507462686565,30.845771144278604,0.845771144278607,51,32,23,23,2,6,25.37313432835821,15.92039800995025,11.442786069651742,11.442786069651742,0.9950248756218906,2.9850746268656714
202,Staurosira venter,31,58,82,62,28.71287128712871,40.5940594059406,30.693069306930692,0.8465346534653465,51,32,24,23,2,6,25.247524752475247,15.841584158415841,11.881188118811881,11.386138613861387,0.9900990099009901,2.9702970297029703
203,Staurosira venter,31,58,83,62,28.57142857142857,40.88669950738916,30.541871921182267,0.8472906403940886,51,32,25,23,2,6,25.12315270935961,15.763546798029557,12.31527093596059,11.330049261083744,0.9852216748768473,2.955665024630542
204,Staurosira venter,31,58,84,62,28.431372549019606,41.17647058823529,30.392156862745097,0.8480392156862745,51,32,26,23,2,6,25,15.686274509803921,12.745098039215685,11.27450980392157,0.9803921568627451,2.941176470588235
205,Staurosira venter,31,58,85,62,28.292682926829265,41.46341463414634,30.24390243902439,0.848780487804878,51,32,27,23,2,6,24.878048780487806,15.609756097560975,13.170731707317074,11.219512195121952,0.975609756097561,2.9268292682926833
206,Pseudostaurosira brevistriata,31,58,86,62,28.155339805825243,41.74757281553398,30.097087378640776,0.8495145631067962,51,33,27,23,2,6,24.75728155339806,16.019417475728158,13.106796116504855,11.165048543689322,0.9708737864077669,2.912621359223301
207,Pseudostaurosira brevistriata,31,58,87,62,28.019323671497588,42.028985507246375,29.951690821256037,0.8502415458937198,51,34,27,23,2,6,24.637681159420293,16.425120772946862,13.043478260869565,11.11111111111111,0.966183574879227,2.898550724637681
208,Pseudostaurosira brevistriata,31,58,88,62,27.884615384615387,42.30769230769231,29.807692307692307,0.8509615384615384,51,35,27,23,2,6,24.519230769230766,16.826923076923077,12.980769230769232,11.057692307692307,0.9615384615384616,2.8846153846153846
209,Pseudostaurosira brevistriata,31,58,89,62,27.751196172248804,42.58373205741627,29.665071770334926,0.8516746411483254,51,36,27,23,2,6,24.401913875598087,17.22488038277512,12.918660287081341,11.004784688995215,0.9569377990430622,2.8708133971291865
210,Pseudostaurosira brevistriata,31,58,90,62,27.61904761904762,42.857142857142854,29.523809523809526,0.8523809523809524,51,37,27,23,2,6,24.285714285714285,17.61904761904762,12.857142857142856,10.952380952380953,0.9523809523809524,2.857142857142857
211,Pseudostaurosira brevistriata,31,58,91,62,27.488151658767773,43.127962085308056,29.383886255924168,0.8530805687203792,51,38,27,23,2,6,24.170616113744074,18.009478672985782,12.796208530805686,10.90047393364929,0.9478672985781991,2.843601895734597
212,Staurosirella leptostauron var. martyi,31,58,92,62,27.358490566037734,43.39622641509434,29.245283018867923,0.8537735849056604,51,38,27,23,2,6,24.056603773584907,17.92452830188679,12.735849056603774,10.849056603773585,0.9433962264150944,2.8301886792452833
213,Amphora pediculus,31,58,92,63,27.230046948356808,43.1924882629108,29.577464788732392,0.8544600938967136,51,38,27,23,3,6,23.943661971830984,17.84037558685446,12.676056338028168,10.7981220657277,1.4084507042253522,2.8169014084507045
214,Amphora pediculus,31,58,92,64,27.102803738317753,42.99065420560748,29.906542056074763,0.8551401869158879,51,38,27,23,4,6,23.83177570093458,17.75700934579439,12.616822429906541,10.74766355140187,1.8691588785046727,2.803738317757009
215,Cyclotella ocellata,31,59,92,64,27.44186046511628,42.7906976744186,29.767441860465116,0.8558139534883721,52,38,27,23,4,6,24.186046511627907,17.674418604651162,12.558139534883722,10.69767441860465,1.8604651162790697,2.7906976744186047
216,Stephanodiscus parvus,31,60,92,64,27.77777777777778,42.592592592592595,29.629629629629626,0.8564814814814815,52,38,27,23,4,6,24.074074074074073,17.59259259259259,12.5,10.648148148148149,1.8518518518518516,2.7777777777777777
217,Stephanodiscus parvus,31,61,92,64,28.110599078341014,42.3963133640553,29.493087557603687,0.8571428571428572,52,38,27,23,4,6,23.963133640552993,17.51152073732719,12.442396313364055,10.599078341013826,1.8433179723502304,2.7649769585253456
218,Navicula spp.,32,61,92,65,27.981651376146786,42.201834862385326,29.81651376146789,0.8532110091743119,52,38,27,23,4,6,23.853211009174313,17.431192660550458,12.385321100917432,10.550458715596331,1.834862385321101,2.7522935779816518
219,Cyclotella ocellata,32,62,92,65,28.31050228310502,42.00913242009132,29.68036529680365,0.8538812785388128,53,38,27,23,4,6,24.200913242009133,17.35159817351598,12.32876712328767,10.50228310502283,1.82648401826484,2.73972602739726
220,Planothidium frequentissimum,33,62,92,66,28.18181818181818,41.81818181818181,30,0.85,53,38,27,23,4,6,24.09090909090909,17.272727272727273,12.272727272727273,10.454545454545453,1.8181818181818181,2.727272727272727
221,Sellaphora rotunda,33,62,92,67,28.054298642533936,41.6289592760181,30.316742081447963,0.8506787330316742,53,38,27,23,4,7,23.981900452488688,17.194570135746606,12.217194570135746,10.407239819004525,1.809954751131222,3.167420814479638
222,Sellaphora rotunda,33,62,92,68,27.927927927927925,41.44144144144144,30.630630630630627,0.8513513513513513,53,38,27,23,4,8,23.873873873873876,17.117117117117118,12.162162162162163,10.36036036036036,1.8018018018018018,3.6036036036036037
223,Sellaphora rotunda,33,62,92,69,27.802690582959645,41.25560538116592,30.94170403587444,0.852017937219731,53,38,27,23,4,9,23.766816143497756,17.040358744394617,12.10762331838565,10.31390134529148,1.7937219730941705,4.0358744394618835
224,Sellaphora rotunda,33,62,92,70,27.67857142857143,41.07142857142857,31.25,0.8526785714285714,53,38,27,23,4,10,23.660714285714285,16.964285714285715,12.053571428571429,10.267857142857142,1.7857142857142856,4.464285714285714
225,Cavinula scutelloides,33,62,92,71,27.555555555555557,40.88888888888889,31.555555555555554,0.8533333333333333,53,38,27,23,4,10,23.555555555555554,16.88888888888889,12,10.222222222222223,1.7777777777777777,4.444444444444445
226,Placoneis balcanica,33,62,92,72,27.43362831858407,40.707964601769916,31.858407079646017,0.8539823008849557,53,38,27,23,4,10,23.451327433628318,16.8141592920354,11.946902654867257,10.176991150442479,1.7699115044247788,4.424778761061947
227,Staurosirella pinnata,33,62,93,72,27.312775330396477,40.969162995594715,31.718061674008812,0.8546255506607929,53,38,27,24,4,10,23.348017621145374,16.740088105726873,11.894273127753303,10.572687224669604,1.762114537444934,4.405286343612335
228,Staurosirella pinnata,33,62,94,72,27.192982456140353,41.228070175438596,31.57894736842105,0.8552631578947368,53,38,27,25,4,10,23.24561403508772,16.666666666666664,11.842105263157894,10.964912280701753,1.7543859649122806,4.385964912280701
229,Diploneis elliptica,34,62,94,73,27.074235807860266,41.04803493449782,31.877729257641924,0.851528384279476,53,38,27,25,4,10,23.144104803493452,16.593886462882097,11.790393013100436,10.91703056768559,1.7467248908296942,4.366812227074235
230,Diploneis elliptica,34,62,94,74,26.956521739130434,40.869565217391305,32.17391304347826,0.8521739130434782,53,38,27,25,4,10,23.043478260869566,16.52173913043478,11.73913043478261,10.869565217391305,1.7391304347826086,4.3478260869565215
231,Diploneis elliptica,34,62,94,75,26.83982683982684,40.692640692640694,32.467532467532465,0.8528138528138528,53,38,27,25,4,10,22.943722943722943,16.450216450216452,11.688311688311687,10.822510822510822,1.7316017316017316,4.329004329004329
232,Cyclotella ocellata,34,63,94,75,27.155172413793103,40.51724137931034,32.327586206896555,0.853448275862069,54,38,27,25,4,10,23.275862068965516,16.379310344827587,11.637931034482758,10.775862068965516,1.7241379310344827,4.310344827586207
233,Cyclotella ocellata,34,64,94,75,27.467811158798284,40.343347639484975,32.18884120171674,0.8540772532188841,55,38,27,25,4,10,23.605150214592275,16.30901287553648,11.587982832618025,10.72961373390558,1.7167381974248928,4.291845493562231
234,Cyclotella ocellata,34,65,94,75,27.77777777777778,40.17094017094017,32.05128205128205,0.8547008547008547,56,38,27,25,4,10,23.931623931623932,16.23931623931624,11.538461538461538,10.683760683760683,1.7094017094017095,4.273504273504273
235,Cyclotella ocellata,34,66,94,75,28.085106382978726,40,31.914893617021278,0.8553191489361702,57,38,27,25,4,10,24.25531914893617,16.170212765957448,11.48936170212766,10.638297872340425,1.702127659574468,4.25531914893617
236,Naviculoid spp.,34,66,94,76,27.966101694915253,39.83050847457627,32.20338983050847,0.8559322033898304,57,38,27,25,4,10,24.152542372881356,16.101694915254235,11.440677966101696,10.59322033898305,1.694915254237288,4.23728813559322
237,Staurosira venter,34,66,95,76,27.848101265822784,40.08438818565401,32.06751054852321,0.8565400843881856,57,38,28,25,4,10,24.050632911392405,16.033755274261605,11.814345991561181,10.548523206751055,1.6877637130801686,4.219409282700422
238,Pseudostaurosira brevistriata,34,66,96,76,27.73109243697479,40.33613445378151,31.932773109243694,0.8571428571428572,57,39,28,25,4,10,23.949579831932773,16.386554621848738,11.76470588235294,10.504201680672269,1.680672268907563,4.201680672268908
239,Pseudostaurosira brevistriata,34,66,97,76,27.615062761506277,40.58577405857741,31.799163179916317,0.8577405857740585,57,40,28,25,4,10,23.84937238493724,16.736401673640167,11.715481171548117,10.460251046025103,1.6736401673640167,4.184100418410042
240,Naviculoid spp.,34,66,97,77,27.500000000000004,40.416666666666664,32.083333333333336,0.8583333333333334,57,40,28,25,4,10,23.75,16.666666666666664,11.666666666666666,10.416666666666668,1.6666666666666667,4.166666666666666
241,Pseudostaurosira brevistriata,34,66,98,77,27.385892116182575,40.66390041493776,31.950207468879665,0.8589211618257262,57,41,28,25,4,10,23.651452282157674,17.012448132780083,11.618257261410788,10.37344398340249,1.6597510373443984,4.149377593360995
242,Staurosirella pinnata,34,66,99,77,27.27272727272727,40.909090909090914,31.818181818181817,0.859504132231405,57,41,28,26,4,10,23.553719008264462,16.94214876033058,11.570247933884298,10.743801652892563,1.6528925619834711,4.132231404958678
243,Pseudostaurosira brevistriata,34,66,100,77,27.160493827160494,41.1522633744856,31.68724279835391,0.8600823045267489,57,42,28,26,4,10,23.456790123456788,17.28395061728395,11.522633744855968,10.699588477366255,1.646090534979424,4.11522633744856
244,Pseudostaurosira brevistriata,34,66,101,77,27.049180327868854,41.39344262295082,31.557377049180328,0.860655737704918,57,43,28,26,4,10,23.36065573770492,17.62295081967213,11.475409836065573,10.655737704918032,1.639344262295082,4.098360655737705
245,Pseudostaurosira brevistriata,34,66,102,77,26.93877551020408,41.63265306122449,31.428571428571427,0.8612244897959184,57,44,28,26,4,10,23.26530612244898,17.959183673469386,11.428571428571429,10.612244897959183,1.6326530612244898,4.081632653061225
246,Stephanodiscus parvus,34,67,102,77,27.235772357723576,41.46341463414634,31.300813008130078,0.8617886178861789,57,44,28,26,4,10,23.170731707317074,17.88617886178862,11.38211382113821,10.569105691056912,1.6260162601626018,4.0650406504065035
247,Stephanodiscus parvus,34,68,102,77,27.530364372469634,41.29554655870445,31.17408906882591,0.8623481781376519,57,44,28,26,4,10,23.076923076923077,17.813765182186234,11.336032388663968,10.526315789473683,1.6194331983805668,4.048582995951417
248,Cyclotella ocellata,34,69,102,77,27.82258064516129,41.12903225806452,31.048387096774192,0.8629032258064516,58,44,28,26,4,10,23.387096774193548,17.741935483870968,11.29032258064516,10.483870967741936,1.6129032258064515,4.032258064516129
249,Cyclotella ocellata,34,70,102,77,28.11244979919679,40.963855421686745,30.923694779116467,0.8634538152610441,59,44,28,26,4,10,23.694779116465863,17.670682730923694,11.244979919678714,10.441767068273093,1.6064257028112447,4.016064257028113
250,Cyclotella ocellata,34,71,102,77,28.4,40.8,30.8,0.864,60,44,28,26,4,10,24,17.599999999999998,11.200000000000001,10.4,1.6,4
251,Amphora pediculus,34,71,102,78,28.286852589641438,40.63745019920319,31.07569721115538,0.8645418326693227,60,44,28,26,5,10,23.904382470119522,17.52988047808765,11.155378486055776,10.358565737051793,1.9920318725099602,3.9840637450199203
252,Naviculoid spp.,34,71,102,79,28.174603174603174,40.476190476190474,31.349206349206348,0.8650793650793651,60,44,28,26,5,10,23.809523809523807,17.46031746031746,11.11111111111111,10.317460317460316,1.984126984126984,3.968253968253968
253,Fallacia subhamulata,34,71,102,80,28.063241106719367,40.316205533596836,31.620553359683797,0.8656126482213439,60,44,28,26,5,10,23.715415019762844,17.391304347826086,11.067193675889328,10.276679841897234,1.9762845849802373,3.9525691699604746
254,Sellaphora rotunda,34,71,102,81,27.95275590551181,40.15748031496063,31.88976377952756,0.8661417322834646,60,44,28,26,5,11,23.62204724409449,17.322834645669293,11.023622047244094,10.236220472440944,1.968503937007874,4.330708661417323
255,Sellaphora rotunda,34,71,102,82,27.84313725490196,40,32.15686274509804,0.8666666666666667,60,44,28,26,5,12,23.52941176470588,17.254901960784313,10.980392156862745,10.196078431372548,1.9607843137254901,4.705882352941177
256,Navicula spp.,34,71,102,83,27.734375,39.84375,32.421875,0.8671875,60,44,28,26,5,12,23.4375,17.1875,10.9375,10.15625,1.953125,4.6875
