valve_no,taxon,no_of_species,no_of_p,no_of_fp,no_of_b,p_pc,fp_pc,b_pc,efficiency,no_of_p_oc,no_of_p_brev,no_of_s_con,no_of_s_pin,no_of_a_ped,no_of_s_rot,p_oc_pc,p_brev_pc,s_con_pc,s_pin_pc,a_ped_pc,s_rot_pc
120.5,Cyclotella ocellata,19,82,21,17.5,68.04979253112033,17.42738589211618,14.522821576763487,0.8423236514522822,75,7,7,9,1,1,62.24066390041494,5.809128630705394,5.809128630705394,7.468879668049793,0.8298755186721992,0.8298755186721992
121.5,Cyclotella ocellata,19,83,21,17.5,68.3127572016461,17.28395061728395,14.40329218106996,0.8436213991769548,76,7,7,9,1,1,62.55144032921811,5.761316872427984,5.761316872427984,7.4074074074074066,0.823045267489712,0.823045267489712
122.5,Cyclotella ocellata,19,84,21,17.5,68.57142857142857,17.142857142857142,14.285714285714285,0.8448979591836735,77,7,7,9,1,1,62.857142857142854,5.714285714285714,5.714285714285714,7.346938775510205,0.8163265306122449,0.8163265306122449
123.5,Cyclotella ocellata,19,85,21,17.5,68.82591093117408,17.00404858299595,14.17004048582996,0.8461538461538461,78,7,7,9,1,1,63.1578947368421,5.668016194331984,5.668016194331984,7.28744939271255,0.8097165991902834,0.8097165991902834
124.5,Stephanodiscus parvus,19,86,21,17.5,69.07630522088354,16.867469879518072,14.056224899598394,0.8473895582329317,78,7,7,9,1,1,62.65060240963856,5.622489959839357,5.622489959839357,7.228915662650602,0.8032128514056224,0.8032128514056224
125.5,Naviculoid spp.,20,86,21,18.5,68.52589641434263,16.733067729083665,14.741035856573706,0.8406374501992032,78,7,7,9,1,1,62.15139442231076,5.577689243027888,5.577689243027888,7.171314741035857,0.796812749003984,0.796812749003984
126.5,Cyclotella ocellata,20,87,21,18.5,68.77470355731225,16.600790513833992,14.624505928853754,0.841897233201581,79,7,7,9,1,1,62.450592885375485,5.533596837944664,5.533596837944664,7.114624505928854,0.7905138339920948,0.7905138339920948
127.5,Sellaphora rotunda,20,87,21,19.5,68.23529411764706,16.470588235294116,15.294117647058824,0.8431372549019608,79,7,7,9,1,2,61.96078431372549,5.490196078431373,5.490196078431373,7.0588235294117645,0.7843137254901961,1.5686274509803921
128,Staurosira venter,20,87,21.5,19.5,67.96875,16.796875,15.234375,0.84375,79,7,8,9,1,2,61.71875,5.46875,6.25,7.03125,0.78125,1.5625
129,Diploneis elliptica,21,87,21.5,20.5,67.44186046511628,16.666666666666664,15.891472868217054,0.8372093023255813,79,7,8,9,1,2,61.240310077519375,5.426356589147287,6.2015503875969,6.976744186046512,0.7751937984496124,1.550387596899225
130,Diploneis elliptica,21,87,21.5,21.5,66.92307692307692,16.538461538461537,16.538461538461537,0.8384615384615385,79,7,8,9,1,2,60.76923076923077,5.384615384615385,6.153846153846154,6.923076923076923,0.7692307692307693,1.5384615384615385
131,Cyclotella ocellata,21,88,21.5,21.5,67.17557251908397,16.412213740458014,16.412213740458014,0.8396946564885497,80,7,8,9,1,2,61.06870229007634,5.343511450381679,6.106870229007633,6.870229007633588,0.7633587786259541,1.5267175572519083
132,Cyclotella ocellata,21,89,21.5,21.5,67.42424242424242,16.28787878787879,16.28787878787879,0.8409090909090909,81,7,8,9,1,2,61.36363636363637,5.303030303030303,6.0606060606060606,6.8181818181818175,0.7575757575757576,1.5151515151515151
133,Cyclotella ocellata,21,90,21.5,21.5,67.66917293233082,16.165413533834585,16.165413533834585,0.8421052631578947,82,7,8,9,1,2,61.65413533834586,5.263157894736842,6.015037593984962,6.7669172932330826,0.7518796992481203,1.5037593984962405
134,Cyclotella ocellata,21,91,21.5,21.5,67.91044776119402,16.044776119402986,16.044776119402986,0.8432835820895522,83,7,8,9,1,2,61.940298507462686,5.223880597014925,5.970149253731343,6.7164179104477615,0.7462686567164178,1.4925373134328357
135,Cyclotella ocellata,21,92,21.5,21.5,68.14814814814815,15.925925925925927,15.925925925925927,0.8444444444444444,84,7,8,9,1,2,62.22222222222222,5.185185185185185,5.9259259259259265,6.666666666666667,0.7407407407407408,1.4814814814814816
136,Cyclotella ocellata,21,93,21.5,21.5,68.38235294117648,15.808823529411764,15.808823529411764,0.8455882352941176,85,7,8,9,1,2,62.5,5.147058823529411,5.88235294117647,6.61764705882353,0.7352941176470588,1.4705882352941175
137,Cyclotella ocellata,21,94,21.5,21.5,68.61313868613139,15.693430656934307,15.693430656934307,0.8467153284671532,86,7,8,9,1,2,62.77372262773723,5.109489051094891,5.839416058394161,6.569343065693431,0.7299270072992701,1.4598540145985401
137.5,Asterionella formosa,21,94.5,21.5,21.5,68.72727272727272,15.636363636363637,15.636363636363637,0.8472727272727273,86,7,8,9,1,2,62.54545454545455,5.090909090909091,5.818181818181818,6.545454545454546,0.7272727272727273,1.4545454545454546
138.5,Cyclotella ocellata,21,95.5,21.5,21.5,68.95306859205776,15.523465703971121,15.523465703971121,0.848375451263538,87,7,8,9,1,2,62.8158844765343,5.054151624548736,5.776173285198556,6.4981949458483745,0.7220216606498195,1.444043321299639
139.5,Cyclotella ocellata,21,96.5,21.5,21.5,69.17562724014337,15.412186379928317,15.412186379928317,0.8494623655913979,88,7,8,9,1,2,63.08243727598566,5.017921146953405,5.734767025089606,6.451612903225806,0.7168458781362007,1.4336917562724014
140.5,Cyclotella ocellata,21,97.5,21.5,21.5,69.3950177935943,15.302491103202847,15.302491103202847,0.8505338078291815,89,7,8,9,1,2,63.345195729537366,4.98220640569395,5.6939501779359425,6.405693950177936,0.7117437722419928,1.4234875444839856
141.5,Cyclotella ocellata,21,98.5,21.5,21.5,69.6113074204947,15.19434628975265,15.19434628975265,0.8515901060070672,90,7,8,9,1,2,63.60424028268551,4.946996466431095,5.6537102473498235,6.36042402826855,0.7067137809187279,1.4134275618374559
142.5,Cyclotella ocellata,21,99.5,21.5,21.5,69.82456140350877,15.087719298245613,15.087719298245613,0.8526315789473684,91,7,8,9,1,2,63.859649122807014,4.912280701754386,5.614035087719298,6.315789473684211,0.7017543859649122,1.4035087719298245
143.5,Cyclotella ocellata,21,100.5,21.5,21.5,70.03484320557492,14.982578397212542,14.982578397212542,0.8536585365853658,92,7,8,9,1,2,64.11149825783971,4.878048780487805,5.574912891986063,6.2717770034843205,0.6968641114982579,1.3937282229965158
144.5,Cyclotella ocellata,21,101.5,21.5,21.5,70.24221453287197,14.878892733564014,14.878892733564014,0.8546712802768166,93,7,8,9,1,2,64.3598615916955,4.844290657439446,5.536332179930796,6.228373702422145,0.6920415224913495,1.384083044982699
145.5,Cyclotella ocellata,21,102.5,21.5,21.5,70.44673539518901,14.776632302405499,14.776632302405499,0.8556701030927836,94,7,8,9,1,2,64.60481099656357,4.810996563573884,5.498281786941581,6.185567010309279,0.6872852233676976,1.3745704467353952
146.5,Cyclotella ocellata,21,103.5,21.5,21.5,70.64846416382252,14.675767918088736,14.675767918088736,0.85665529010238906,95,7,8,9,1,2,64.84641638225256,4.778156996587031,5.460750853242321,6.143344709897611,0.6825938566552902,1.3651877133105803
147.5,Staurosira venter,21,103.5,22.5,21.5,70.16949152542374,15.254237288135593,14.576271186440678,0.8576271186440678,95,7,9,9,1,2,64.40677966101694,4.745762711864407,6.101694915254238,6.101694915254238,0.6779661016949152,1.3559322033898304
148.5,Cyclotella ocellata,21,104.5,22.5,21.5,70.37037037037037,15.151515151515152,14.47811447811448,0.8585858585858586,96,7,9,9,1,2,64.64646464646465,4.713804713804714,6.0606060606060606,6.0606060606060606,0.6734006734006733,1.3468013468013467
149.5,Cyclotella ocellata,21,105.5,22.5,21.5,70.5685618729097,15.050167224080269,14.381270903010032,0.8595317725752508,97,7,9,9,1,2,64.88294314381271,4.682274247491638,6.0200668896321075,6.0200668896321075,0.6688963210702341,1.3377926421404682
150.5,Pseudostaurosira brevistriata,21,105.5,23.5,21.5,70.09966777408638,15.614617940199334,14.285714285714285,0.8604651162790697,97,8,9,9,1,2,64.45182724252491,5.3156146179401995,5.980066445182724,5.980066445182724,0.6644518272425249,1.3289036544850499
151.5,Pseudostaurosira brevistriata,21,105.5,24.5,21.5,69.63696369636963,16.17161716171617,14.19141914191419,0.8613861386138614,97,9,9,9,1,2,64.02640264026402,5.9405940594059405,5.9405940594059405,5.9405940594059405,0.6600660066006601,1.3201320132013201
152.5,Pseudostaurosira brevistriata,21,105.5,25.5,21.5,69.18032786885246,16.721311475409838,14.098360655737704,0.862295081967213,97,10,9,9,1,2,63.60655737704918,6.557377049180328,5.901639344262295,5.901639344262295,0.6557377049180327,1.3114754098360655
153.5,Pseudostaurosira brevistriata,21,105.5,26.5,21.5,68.72964169381108,17.263843648208468,14.006514657980457,0.8631921824104234,97,11,9,9,1,2,63.19218241042345,7.166123778501629,5.863192182410423,5.863192182410423,0.6514657980456027,1.3029315960912053
154.5,Staurosira venter,21,105.5,27.5,21.5,68.28478964401295,17.79935275080906,13.915857605177994,0.8640776699029127,97,11,10,9,1,2,62.7831715210356,7.119741100323624,6.472491909385113,5.825242718446602,0.6472491909385114,1.2944983818770228
155.5,Staurosira venter,21,105.5,28.5,21.5,67.84565916398714,18.327974276527332,13.826366559485532,0.864951768488746,97,11,11,9,1,2,62.37942122186495,7.07395498392283,7.07395498392283,5.787781350482315,0.6430868167202572,1.2861736334405145
156.5,Pseudostaurosira brevistriata,21,105.5,29.5,21.5,67.41214057507987,18.849840255591054,13.738019169329075,0.865814696485623,97,12,11,9,1,2,61.980830670926515,7.667731629392971,7.0287539936102235,5.7507987220447285,0.6389776357827476,1.2779552715654952
157.5,Pseudostaurosira brevistriata,21,105.5,30.5,21.5,66.98412698412697,19.365079365079367,13.65079365079365,0.8666666666666667,97,13,11,9,1,2,61.58730158730159,8.253968253968253,6.984126984126984,5.714285714285714,0.6349206349206349,1.2698412698412698
158.5,Pseudostaurosira brevistriata,21,105.5,31.5,21.5,66.5615141955836,19.873817034700316,13.564668769716087,0.8675078864353312,97,14,11,9,1,2,61.198738170347,8.832807570977918,6.940063091482649,5.678233438485805,0.6309148264984227,1.2618296529968454
159.5,Staurosira venter,21,105.5,32.5,21.5,66.14420062695925,20.37617554858934,13.479623824451412,0.8683385579937304,97,14,12,9,1,2,60.81504702194357,8.77742946708464,7.523510971786834,5.6426332288401255,0.6269592476489028,1.2539184952978055
160.5,Staurosira venter,21,105.5,33.5,21.5,65.73208722741433,20.87227414330218,13.395638629283487,0.8691588785046729,97,14,13,9,1,2,60.43613707165109,8.722741433021806,8.09968847352025,5.607476635514018,0.6230529595015576,1.2461059190031152
161.5,Cyclotella ocellata,21,106.5,33.5,21.5,65.94427244582043,20.743034055727556,13.312693498452013,0.8699690402476781,98,14,13,9,1,2,60.681114551083596,8.6687306501548,8.04953560371517,5.572755417956656,0.6191950464396285,1.238390092879257
162.5,Cyclotella ocellata,21,107.5,33.5,21.5,66.15384615384615,20.615384615384617,13.230769230769232,0.8707692307692307,99,14,13,9,1,2,60.92307692307693,8.615384615384615,8,5.538461538461538,0.6153846153846154,1.2307692307692308
163.5,Staurosira venter,21,107.5,34.5,21.5,65.74923547400611,21.100917431192663,13.149847094801222,0.8715596330275229,99,14,14,9,1,2,60.550458715596335,8.56269113149847,8.56269113149847,5.5045871559633035,0.6116207951070336,1.2232415902140672
164.5,Staurosira venter,21,107.5,35.5,21.5,65.34954407294833,21.580547112462007,13.069908814589665,0.8723404255319149,99,14,15,9,1,2,60.182370820668694,8.51063829787234,9.118541033434651,5.47112462006079,0.60790273556231,1.21580547112462
165.5,Staurosira venter,21,107.5,36.5,21.5,64.95468277945619,22.054380664652566,12.990936555891238,0.8731117824773413,99,14,16,9,1,2,59.818731117824775,8.459214501510575,9.667673716012084,5.438066465256798,0.6042296072507553,1.2084592145015105
166.5,Staurosira venter,21,107.5,37.5,21.5,64.56456456456456,22.52252252252252,12.912912912912914,0.8738738738738738,99,14,17,9,1,2,59.45945945945946,8.408408408408409,10.21021021021021,5.405405405405405,0.6006006006006006,1.2012012012012012
167,Asterionella formosa,21,108,37.5,21.5,64.67065868263472,22.45508982035928,12.874251497005988,0.874251497005988,99,14,17,9,1,2,59.281437125748504,8.383233532934131,10.179640718562874,5.389221556886228,0.5988023952095809,1.1976047904191618
168,Cyclotella ocellata,21,109,37.5,21.5,64.88095238095238,22.321428571428573,12.797619047619047,0.875,100,14,17,9,1,2,59.523809523809526,8.333333333333332,10.119047619047619,5.357142857142857,0.5952380952380952,1.1904761904761905
169,Cyclotella ocellata,21,110,37.5,21.5,65.08875739644971,22.189349112426036,12.721893491124261,0.8757396449704142,101,14,17,9,1,2,59.76331360946746,8.284023668639055,10.059171597633137,5.325443786982249,0.591715976331361,1.183431952662722
170,Cyclotella ocellata,21,111,37.5,21.5,65.29411764705883,22.058823529411764,12.647058823529411,0.8764705882352941,102,14,17,9,1,2,60,8.235294117647058,10,5.294117647058823,0.5882352941176471,1.1764705882352942
171,Cyclotella ocellata,21,112,37.5,21.5,65.49707602339181,21.929824561403507,12.573099415204677,0.8771929824561404,103,14,17,9,1,2,60.23391812865497,8.187134502923977,9.941520467836257,5.263157894736842,0.5847953216374269,1.1695906432748537
172,Cyclotella ocellata,21,113,37.5,21.5,65.69767441860465,21.802325581395348,12.5,0.877906976744186,104,14,17,9,1,2,60.46511627906976,8.13953488372093,9.883720930232558,5.232558139534884,0.5813953488372093,1.1627906976744187
173,Pseudostaurosira brevistriata,21,113,38.5,21.5,65.3179190751445,22.254335260115607,12.427745664739884,0.8786127167630058,104,15,17,9,1,2,60.115606936416185,8.670520231213873,9.826589595375722,5.202312138728324,0.5780346820809248,1.1560693641618496
174,Navicula cryptocephala,22,113,38.5,22.5,64.9425287356322,22.126436781609197,12.931034482758621,0.8735632183908046,104,15,17,9,1,2,59.77011494252874,8.620689655172415,9.770114942528735,5.172413793103448,0.5747126436781609,1.1494252873563218
175,Navicula cryptocephala,22,113,38.5,23.5,64.57142857142857,22,13.428571428571429,0.8742857142857143,104,15,17,9,1,2,59.42857142857143,8.571428571428571,9.714285714285714,5.142857142857142,0.5714285714285714,1.1428571428571428
176,Cyclotella ocellata,22,114,38.5,23.5,64.77272727272727,21.875,13.352272727272727,0.875,105,15,17,9,1,2,59.65909090909091,8.522727272727272,9.659090909090908,5.113636363636364,0.5681818181818182,1.1363636363636365
177,Diploneis krammeri,23,114,38.5,24.5,64.40677966101694,21.75141242937853,13.841807909604519,0.8700564971751412,105,15,17,9,1,2,59.32203389830508,8.47457627118644,9.6045197740113,5.084745762711865,0.5649717514124294,1.1299435028248588
178,Pseudostaurosira brevistriata,23,114,39.5,24.5,64.04494382022472,22.191011235955056,13.764044943820226,0.8707865168539326,105,16,17,9,1,2,58.98876404494382,8.98876404494382,9.550561797752808,5.056179775280898,0.5617977528089888,1.1235955056179776
179,Pseudostaurosira brevistriata,23,114,40.5,24.5,63.687150837988824,22.62569832402235,13.687150837988826,0.8715083798882681,105,17,17,9,1,2,58.659217877094974,9.497206703910614,9.497206703910614,5.027932960893855,0.5586592178770949,1.1173184357541899
180,Pseudostaurosira brevistriata,23,114,41.5,24.5,63.33333333333333,23.055555555555557,13.61111111111111,0.8722222222222222,105,18,17,9,1,2,58.333333333333336,10,9.444444444444445,5,0.5555555555555556,1.1111111111111112
181,Pseudostaurosira brevistriata,23,114,42.5,24.5,62.98342541436463,23.480662983425415,13.535911602209943,0.8729281767955801,105,19,17,9,1,2,58.011049723756905,10.497237569060774,9.392265193370166,4.972375690607735,0.5524861878453038,1.1049723756906076
182,Pseudostaurosira brevistriata,23,114,43.5,24.5,62.637362637362635,23.9010989010989,13.461538461538462,0.8736263736263736,105,20,17,9,1,2,57.692307692307686,10.989010989010989,9.340659340659341,4.945054945054945,0.5494505494505495,1.098901098901099
183,Cavinula scutelloides,23,114,43.5,25.5,62.295081967213115,23.770491803278688,13.934426229508196,0.8743169398907104,105,20,17,9,1,2,57.377049180327866,10.92896174863388,9.289617486338798,4.918032786885246,0.546448087431694,1.092896174863388
184,Staurosirella pinnata,23,114,44.5,25.5,61.95652173913043,24.184782608695652,13.858695652173914,0.875,105,20,17,10,1,2,57.065217391304344,10.869565217391305,9.239130434782608,5.434782608695652,0.5434782608695652,1.0869565217391304
185,Staurosirella pinnata,23,114,45.5,25.5,61.62162162162163,24.594594594594597,13.783783783783784,0.8756756756756756,105,20,17,11,1,2,56.75675675675676,10.81081081081081,9.18918918918919,5.9459459459459465,0.5405405405405406,1.0810810810810811
186,Cyclotella ocellata,23,115,45.5,25.5,61.82795698924731,24.462365591397848,13.709677419354838,0.8763440860215054,106,20,17,11,1,2,56.98924731182796,10.75268817204301,9.13978494623656,5.913978494623656,0.5376344086021506,1.0752688172043012
187,Cyclotella minuscula,23,116,45.5,25.5,62.03208556149733,24.331550802139038,13.636363636363635,0.8770053475935828,106,20,17,11,1,2,56.68449197860963,10.695187165775401,9.090909090909092,5.88235294117647,0.53475935828877,1.06951871657754
188,Cyclotella ocellata,23,117,45.5,25.5,62.23404255319149,24.20212765957447,13.563829787234042,0.8776595744680851,107,20,17,11,1,2,56.91489361702128,10.638297872340425,9.042553191489363,5.851063829787234,0.5319148936170213,1.0638297872340425
189,Stephanodiscus parvus,23,118,45.5,25.5,62.43386243386243,24.074074074074073,13.492063492063492,0.8783068783068784,107,20,17,11,1,2,56.613756613756614,10.582010582010582,8.994708994708994,5.82010582010582,0.5291005291005291,1.0582010582010581
190,Cyclotella ocellata,23,119,45.5,25.5,62.63157894736842,23.94736842105263,13.421052631578947,0.8789473684210526,108,20,17,11,1,2,56.84210526315789,10.526315789473683,8.947368421052632,5.7894736842105265,0.5263157894736842,1.0526315789473684
191,Staurosira venter,23,119,46.5,25.5,62.30366492146597,24.345549738219894,13.350785340314136,0.8795811518324608,108,20,18,11,1,2,56.54450261780105,10.471204188481675,9.424083769633508,5.7591623036649215,0.5235602094240838,1.0471204188481675
192,Staurosira venter,23,119,47.5,25.5,61.979166666666664,24.739583333333336,13.28125,0.8802083333333334,108,20,19,11,1,2,56.25,10.416666666666668,9.895833333333332,5.729166666666666,0.5208333333333333,1.0416666666666665
192.5,Asterionella formosa,23,119.5,47.5,25.5,62.077922077922075,24.675324675324674,13.246753246753245,0.8805194805194805,108,20,19,11,1,2,56.1038961038961,10.38961038961039,9.87012987012987,5.714285714285714,0.5194805194805194,1.0389610389610389
193.5,Cyclotella ocellata,23,120.5,47.5,25.5,62.273901808785524,24.54780361757106,13.178294573643413,0.8811369509043928,109,20,19,11,1,2,56.33074935400517,10.335917312661499,9.819121447028424,5.684754521963824,0.516795865633075,1.03359173126615
194.5,Cyclotella ocellata,23,121.5,47.5,25.5,62.46786632390745,24.42159383033419,13.110539845758353,0.8817480719794344,110,20,19,11,1,2,56.555269922879184,10.282776349614396,9.768637532133676,5.655526992287918,0.5141388174807198,1.0282776349614395
195.5,Cyclotella ocellata,23,122.5,47.5,25.5,62.65984654731458,24.296675191815854,13.043478260869565,0.8823529411764706,111,20,19,11,1,2,56.77749360613811,10.230179028132993,9.718670076726342,5.626598465473146,0.5115089514066496,1.0230179028132993
196.5,Cyclotella ocellata,23,123.5,47.5,25.5,62.849872773536894,24.173027989821882,12.977099236641221,0.8829516539440203,112,20,19,11,1,2,56.99745547073791,10.178117048346055,9.669211195928753,5.597964376590331,0.5089058524173028,1.0178117048346056
197.5,Cyclotella ocellata,23,124.5,47.5,25.5,63.037974683544306,24.050632911392405,12.91139240506329,0.8835443037974684,113,20,19,11,1,2,57.21518987341773,10.126582278481013,9.620253164556962,5.5696202531645564,0.5063291139240507,1.0126582278481013
198.5,Cyclotella ocellata,23,125.5,47.5,25.5,63.22418136020151,23.929471032745592,12.846347607052897,0.8841309823677582,114,20,19,11,1,2,57.43073047858942,10.075566750629724,9.571788413098236,5.541561712846348,0.5037783375314862,1.0075566750629723
199.5,Cyclotella ocellata,23,126.5,47.5,25.5,63.40852130325815,23.809523809523807,12.781954887218044,0.8847117794486216,115,20,19,11,1,2,57.64411027568922,10.025062656641603,9.523809523809524,5.513784461152882,0.5012531328320802,1.0025062656641603
200.5,Navicula spp.,23,126.5,47.5,26.5,63.092269326683294,23.690773067331673,13.216957605985039,0.885286783042394,115,20,19,11,1,2,57.356608478803,9.975062344139651,9.476309226932669,5.486284289276807,0.4987531172069825,0.997506234413965
201.5,Staurosira venter,23,126.5,48.5,26.5,62.779156327543426,24.069478908188586,13.151364764267989,0.8858560794044665,115,20,20,11,1,2,57.07196029776674,9.925558312655088,9.925558312655088,5.459057071960298,0.49627791563275436,0.9925558312655087
202.5,Staurosira venter,23,126.5,49.5,26.5,62.46913580246913,24.444444444444443,13.086419753086421,0.8864197530864197,115,20,21,11,1,2,56.79012345679012,9.876543209876543,10.37037037037037,5.432098765432099,0.49382716049382713,0.9876543209876543
203.5,Cyclotella ocellata,23,127.5,49.5,26.5,62.65356265356266,24.324324324324326,13.022113022113022,0.8869778869778869,116,20,21,11,1,2,57.00245700245701,9.828009828009828,10.319410319410318,5.405405405405405,0.4914004914004914,0.9828009828009828
204.5,Cyclotella ocellata,23,128.5,49.5,26.5,62.8361858190709,24.205378973105134,12.95843520782396,0.8875305623471883,117,20,21,11,1,2,57.21271393643031,9.7799511002445,10.268948655256724,5.378973105134474,0.4889975550122249,0.9779951100244498
205.5,Cyclotella ocellata,23,129.5,49.5,26.5,63.017031630170315,24.087591240875913,12.895377128953772,0.8880778588807786,118,20,21,11,1,2,57.420924574209245,9.732360097323602,10.218978102189782,5.35279805352798,0.48661800486618007,0.9732360097323601
206,Asterionella formosa,23,130,49.5,26.5,63.10679611650486,24.029126213592235,12.864077669902912,0.8883495145631068,118,20,21,11,1,2,57.28155339805825,9.70873786407767,10.194174757281553,5.339805825242718,0.48543689320388345,0.9708737864077669
207,Staurosira venter,23,130,50.5,26.5,62.80193236714976,24.396135265700483,12.80193236714976,0.8888888888888888,118,20,22,11,1,2,57.00483091787439,9.66183574879227,10.628019323671497,5.314009661835748,0.4830917874396135,0.966183574879227
208,Cyclotella ocellata,23,131,50.5,26.5,62.980769230769226,24.278846153846153,12.740384615384615,0.8894230769230769,119,20,22,11,1,2,57.21153846153846,9.615384615384617,10.576923076923077,5.288461538461538,0.4807692307692308,0.9615384615384616
209,Cyclotella ocellata,23,132,50.5,26.5,63.1578947368421,24.16267942583732,12.679425837320574,0.8899521531100478,120,20,22,11,1,2,57.41626794258373,9.569377990430622,10.526315789473683,5.263157894736842,0.4784688995215311,0.9569377990430622
210,Cyclotella ocellata,23,133,50.5,26.5,63.33333333333333,24.047619047619047,12.619047619047619,0.8904761904761904,121,20,22,11,1,2,57.61904761904761,9.523809523809524,10.476190476190476,5.238095238095238,0.4761904761904762,0.9523809523809524
211,Cyclotella ocellata,23,134,50.5,26.5,63.507109004739334,23.933649289099527,12.559241706161137,0.8909952606635071,122,20,22,11,1,2,57.81990521327014,9.47867298578199,10.42654028436019,5.213270142180095,0.47393364928909953,0.9478672985781991
212,Cyclotella ocellata,23,135,50.5,26.5,63.67924528301887,23.82075471698113,12.5,0.8915094339622641,123,20,22,11,1,2,58.01886792452831,9.433962264150944,10.377358490566039,5.188679245283019,0.4716981132075472,0.9433962264150944
213,Cyclotella ocellata,23,136,50.5,26.5,63.84976525821596,23.708920187793428,12.44131455399061,0.892018779342723,124,20,22,11,1,2,58.21596244131455,9.389671361502346,10.328638497652582,5.164319248826291,0.4694835680751174,0.9389671361502347
214,Cyclotella ocellata,23,137,50.5,26.5,64.01869158878505,23.598130841121495,12.383177570093459,0.8925233644859814,125,20,22,11,1,2,58.41121495327103,9.345794392523365,10.2803738317757,5.14018691588785,0.46728971962616817,0.9345794392523363
214.5,Asterionella formosa,23,137.5,50.5,26.5,64.1025641025641,23.543123543123542,12.354312354312354,0.8927738927738927,125,20,22,11,1,2,58.27505827505828,9.324009324009324,10.256410256410255,5.128205128205128,0.4662004662004662,0.9324009324009324
215.5,Naviculoid spp.,23,137.5,50.5,27.5,63.80510440835266,23.4338747099768,12.761020881670534,0.8932714617169374,125,20,22,11,1,2,58.0046403712297,9.280742459396752,10.208816705336426,5.104408352668213,0.46403712296983757,0.9280742459396751
216.5,Navicula antonii,24,137.5,50.5,28.5,63.51039260969977,23.325635103926096,13.163972286374134,0.8891454965357968,125,20,22,11,1,2,57.736720554272516,9.237875288683602,10.161662817551962,5.080831408775981,0.4618937644341801,0.9237875288683602
217.5,Navicula antonii,24,137.5,50.5,29.5,63.2183908045977,23.218390804597703,13.563218390804598,0.8896551724137931,125,20,22,11,1,2,57.47126436781609,9.195402298850574,10.114942528735632,5.057471264367816,0.45977011494252873,0.9195402298850575
218.5,Navicula reinhardtii,25,137.5,50.5,30.5,62.92906178489702,23.112128146453088,13.958810068649885,0.88558352402746,125,20,22,11,1,2,57.20823798627003,9.153318077803203,10.068649885583524,5.034324942791762,0.4576659038901602,0.9153318077803204
219.5,Navicula cryptonella,26,137.5,50.5,31.5,62.64236902050114,23.006833712984054,14.350797266514807,0.8815489749430524,125,20,22,11,1,2,56.947608200455576,9.111617312072893,10.022779043280181,5.0113895216400905,0.45558086560364464,0.9111617312072893
220.5,Navicula cryptonella,26,137.5,50.5,32.5,62.358276643990926,22.90249433106576,14.73922902494331,0.8820861678004535,125,20,22,11,1,2,56.68934240362812,9.070294784580499,9.977324263038549,4.988662131519274,0.45351473922902497,0.9070294784580499
221.5,Sellaphora rotunda,26,137.5,50.5,33.5,62.07674943566591,22.799097065462753,15.124153498871332,0.8826185101580135,125,20,22,11,1,3,56.43340857787811,9.029345372460497,9.932279909706546,4.966139954853273,0.4514672686230248,1.3544018058690745
222.5,Cyclotella ocellata,26,138.5,50.5,33.5,62.247191011235955,22.696629213483146,15.056179775280897,0.8831460674157303,126,20,22,11,1,3,56.62921348314607,8.98876404494382,9.887640449438202,4.943820224719101,0.44943820224719105,1.348314606741573
223.5,Cyclotella ocellata,26,139.5,50.5,33.5,62.41610738255034,22.595078299776286,14.988814317673377,0.883668903803132,127,20,22,11,1,3,56.82326621923938,8.94854586129754,9.843400447427292,4.921700223713646,0.44742729306487694,1.342281879194631
224.5,Cyclotella ocellata,26,140.5,50.5,33.5,62.58351893095768,22.494432071269486,14.92204899777283,0.8841870824053453,128,20,22,11,1,3,57.01559020044543,8.908685968819599,9.799554565701559,4.8997772828507795,0.4454342984409799,1.3363028953229399
225.5,Staurosirella pinnata,26,140.5,51.5,33.5,62.3059866962306,22.838137472283815,14.855875831485587,0.8847006651884701,128,20,22,12,1,3,56.76274944567628,8.869179600886918,9.75609756097561,5.321507760532151,0.4434589800443459,1.3303769401330376
226.5,Staurosirella pinnata,26,140.5,52.5,33.5,62.03090507726269,23.178807947019866,14.79028697571744,0.8852097130242825,128,20,22,13,1,3,56.5121412803532,8.830022075055188,9.713024282560706,5.739514348785872,0.44150110375275936,1.3245033112582782
227.5,Staurosirella pinnata,26,140.5,53.5,33.5,61.75824175824176,23.516483516483515,14.725274725274726,0.8857142857142857,128,20,22,14,1,3,56.26373626373626,8.791208791208792,9.6703296703296715,6.153846153846154,0.43956043956043955,1.3186813186813187
228.5,Cyclotella ocellata,26,141.5,53.5,33.5,61.925601750547045,23.413566739606125,14.660831509846828,0.886214442013129,129,20,22,14,1,3,56.455142231947484,8.752735229759299,9.62800875273523,6.12691466083151,0.437636761487965,1.312910284463895
229.5,Cyclotella ocellata,26,142.5,53.5,33.5,62.091503267973856,23.311546840958606,14.596949891067537,0.8867102396514162,130,20,22,14,1,3,56.644880174291934,8.714596949891067,9.586056644880173,6.1002178649237475,0.4357298474945534,1.3071895424836601
230.5,Cyclotella ocellata,26,143.5,53.5,33.5,62.25596529284165,23.210412147505423,14.533622559652928,0.8872017353579176,131,20,22,14,1,3,56.83297180043384,8.676789587852495,9.544468546637743,6.073752711496746,0.43383947939262474,1.3015184381778742
